task_id,actv_code_type_id,actv_code_id,proj_id
100225713,519877,6469232,122698
100225713,519878,6469676,122698
100225714,519875,6469196,122698
100225714,519876,6469618,122698
100225714,519877,6469232,122698
100225714,519878,6469676,122698
100225714,519887,6469446,122698
100225715,519875,6469196,122698
100225715,519876,6469618,122698
100225715,519877,6469232,122698
100225715,519878,6469676,122698
100225715,519887,6469446,122698
100225716,519875,6469196,122698
100225716,519876,6469204,122698
100225716,519877,6469237,122698
100225716,519878,6469686,122698
100225716,519890,6469482,122698
100225717,519875,6469196,122698
100225717,519877,6469229,122698
100225717,519878,6469674,122698
100225718,519875,6469196,122698
100225718,519876,6469605,122698
100225718,519877,6469232,122698
100225718,519878,6469688,122698
100225718,519914,6469560,122698
100225718,564844,7172090,122698
100225719,519875,6469196,122698
100225719,519876,6469204,122698
100225719,519877,6469237,122698
100225719,519878,6469691,122698
100225719,519890,6469482,122698
100225719,564844,7172090,122698
100225720,519875,6469196,122698
100225720,519876,6469204,122698
100225720,519877,6469237,122698
100225720,519878,6469692,122698
100225720,519890,6469482,122698
100225720,564844,7172090,122698
100225721,519875,6469196,122698
100225721,519876,6469204,122698
100225721,519877,6469237,122698
100225721,519878,6469692,122698
100225721,564787,7167219,122698
100225722,519875,6469196,122698
100225722,519877,6469253,122698
100225722,519878,6469692,122698
100225722,519887,6469444,122698
100225722,519889,6469464,122698
100225722,519892,6469502,122698
100225722,519909,6469768,122698
100225722,564787,7167219,122698
100225723,519875,6469196,122698
100225723,519876,6469204,122698
100225723,519877,6469229,122698
100225723,519878,6469691,122698
100225723,519887,6469443,122698
100225723,519889,6469460,122698
100225723,519890,6469487,122698
100225723,519891,6469499,122698
100225723,564787,7167222,122698
100225724,519875,6469196,122698
100225724,519877,6469229,122698
100225724,519878,6469692,122698
100225724,519887,6469443,122698
100225724,519889,6469460,122698
100225724,519890,6469487,122698
100225724,519891,6469499,122698
100225724,564787,7167222,122698
100225725,519875,6469196,122698
100225725,519876,6469204,122698
100225725,519877,6469237,122698
100225725,519878,6469693,122698
100225725,519890,6469482,122698
100225725,564844,7172090,122698
100225726,519875,6469196,122698
100225726,519876,6469204,122698
100225726,519877,6469237,122698
100225726,519878,6469693,122698
100225726,564787,7167219,122698
100225727,519875,6469196,122698
100225727,519876,6469618,122698
100225727,519877,6469253,122698
100225727,519878,6469693,122698
100225727,519887,6469444,122698
100225727,519889,6469464,122698
100225727,519892,6469502,122698
100225727,519909,6469768,122698
100225727,564787,7167219,122698
100225728,519875,6469196,122698
100225728,519876,6469204,122698
100225728,519877,6469237,122698
100225728,519878,6469694,122698
100225728,519890,6469482,122698
100225728,564844,7172090,122698
100225729,519875,6469196,122698
100225729,519876,6469204,122698
100225729,519877,6469237,122698
100225729,519878,6469694,122698
100225729,564787,7167219,122698
100225730,519875,6469196,122698
100225730,519876,6469618,122698
100225730,519877,6469253,122698
100225730,519878,6469694,122698
100225730,519887,6469444,122698
100225730,519889,6469464,122698
100225730,519892,6469502,122698
100225730,519909,6469768,122698
100225730,564787,7167219,122698
100225731,519875,6469196,122698
100225731,519876,6469204,122698
100225731,519877,6469237,122698
100225731,519878,6469695,122698
100225731,519887,6469444,122698
100225731,519890,6469482,122698
100225731,564844,7172090,122698
100225732,519875,6469196,122698
100225732,519876,6469204,122698
100225732,519877,6469229,122698
100225732,519878,6469694,122698
100225732,519887,6469443,122698
100225732,519889,6469460,122698
100225732,519890,6469487,122698
100225732,519891,6469499,122698
100225732,564787,7167222,122698
100225733,519875,6469196,122698
100225733,519876,6469618,122698
100225733,519877,6469253,122698
100225733,519878,6469696,122698
100225733,519887,6469444,122698
100225733,519889,6469464,122698
100225733,519892,6469502,122698
100225733,519909,6469768,122698
100225733,564787,7167219,122698
100225734,519875,6469196,122698
100225734,519876,6469204,122698
100225734,519877,6469237,122698
100225734,519878,6469686,122698
100225734,519890,6469482,122698
100225734,564844,7172090,122698
100225735,519875,6469196,122698
100225735,519876,6469204,122698
100225735,519877,6469237,122698
100225735,519878,6469686,122698
100225735,564787,7167219,122698
100225736,519875,6469196,122698
100225736,519876,6469618,122698
100225736,519877,6469253,122698
100225736,519878,6469686,122698
100225736,519887,6469444,122698
100225736,519889,6469464,122698
100225736,519892,6469502,122698
100225736,519909,6469768,122698
100225736,564787,7167219,122698
100225737,519875,6469196,122698
100225737,519876,6469204,122698
100225737,519877,6469237,122698
100225737,519878,6469687,122698
100225737,519890,6469482,122698
100225737,564844,7172090,122698
100225738,519875,6469196,122698
100225738,519876,6469204,122698
100225738,519877,6469237,122698
100225738,519878,6469687,122698
100225738,564787,7167219,122698
100225739,519875,6469196,122698
100225739,519876,6469618,122698
100225739,519877,6469253,122698
100225739,519878,6469687,122698
100225739,519887,6469444,122698
100225739,519889,6469464,122698
100225739,519892,6469502,122698
100225739,519909,6469768,122698
100225739,564787,7167219,122698
100225740,519875,6469196,122698
100225740,519876,6469204,122698
100225740,519877,6469229,122698
100225740,519878,6469686,122698
100225740,519887,6469443,122698
100225740,519889,6469460,122698
100225740,519890,6469487,122698
100225740,519891,6469499,122698
100225740,564787,7167222,122698
100225741,519875,6469196,122698
100225741,519876,6469204,122698
100225741,519877,6469229,122698
100225741,519878,6469687,122698
100225741,519887,6469443,122698
100225741,519889,6469460,122698
100225741,519890,6469487,122698
100225741,519891,6469499,122698
100225741,564787,7167222,122698
100225742,519875,6469196,122698
100225742,519876,6469204,122698
100225742,519877,6469237,122698
100225742,519878,6469688,122698
100225742,519890,6469482,122698
100225742,564844,7172090,122698
100225743,519875,6469196,122698
100225743,519876,6469204,122698
100225743,519877,6469237,122698
100225743,519878,6469688,122698
100225743,564787,7167219,122698
100225744,519875,6469196,122698
100225744,519876,6469618,122698
100225744,519877,6469253,122698
100225744,519878,6469688,122698
100225744,519887,6469444,122698
100225744,519889,6469464,122698
100225744,519892,6469502,122698
100225744,519909,6469768,122698
100225744,564787,7167219,122698
100225745,519875,6469196,122698
100225745,519876,6469204,122698
100225745,519877,6469229,122698
100225745,519878,6469688,122698
100225745,519887,6469443,122698
100225745,519889,6469460,122698
100225745,519890,6469487,122698
100225745,519891,6469499,122698
100225745,564787,7167222,122698
100225746,519875,6469196,122698
100225746,519876,6469204,122698
100225746,519877,6469237,122698
100225746,519878,6469689,122698
100225746,519890,6469482,122698
100225746,564844,7172090,122698
100225747,519875,6469196,122698
100225747,519876,6469204,122698
100225747,519877,6469237,122698
100225747,519878,6469689,122698
100225747,564787,7167219,122698
100225748,519875,6469196,122698
100225748,519876,6469618,122698
100225748,519877,6469253,122698
100225748,519878,6469689,122698
100225748,519887,6469444,122698
100225748,519889,6469464,122698
100225748,519892,6469502,122698
100225748,519909,6469768,122698
100225748,564787,7167219,122698
100225749,519875,6469196,122698
100225749,519876,6469204,122698
100225749,519877,6469229,122698
100225749,519878,6469689,122698
100225749,519887,6469443,122698
100225749,519889,6469460,122698
100225749,519890,6469487,122698
100225749,519891,6469499,122698
100225749,564787,7167222,122698
100225750,519875,6469196,122698
100225750,519876,6469204,122698
100225750,519877,6469237,122698
100225750,519878,6469690,122698
100225750,519890,6469482,122698
100225750,564844,7172090,122698
100225751,519875,6469196,122698
100225751,519876,6469204,122698
100225751,519877,6469237,122698
100225751,519878,6469690,122698
100225751,564787,7167219,122698
100225752,519875,6469196,122698
100225752,519876,6469618,122698
100225752,519877,6469253,122698
100225752,519878,6469697,122698
100225752,519887,6469444,122698
100225752,519889,6469464,122698
100225752,519892,6469502,122698
100225752,519909,6469768,122698
100225752,564787,7167219,122698
100225753,519875,6469196,122698
100225753,519876,6469204,122698
100225753,519877,6469229,122698
100225753,519878,6469690,122698
100225753,519887,6469443,122698
100225753,519889,6469460,122698
100225753,519890,6469487,122698
100225753,519891,6469499,122698
100225753,564787,7167222,122698
100225754,519875,6469196,122698
100225754,519876,6469204,122698
100225754,519877,6469232,122698
100225754,519878,6469676,122698
100225754,564787,7167219,122698
100225755,519875,6469196,122698
100225755,519876,6469203,122698
100225755,519877,6469232,122698
100225755,519878,6469692,122698
100225755,519886,6469399,122698
100225756,519875,6469196,122698
100225756,519876,6469601,122698
100225756,519877,6469232,122698
100225756,519878,6469692,122698
100225756,519886,6469399,122698
100225756,519889,6469461,122698
100225757,519875,6469196,122698
100225757,519876,6469601,122698
100225757,519877,6469232,122698
100225757,519878,6469692,122698
100225757,519886,6469399,122698
100225757,519889,6469461,122698
100225757,519906,6469544,122698
100225758,519875,6469196,122698
100225758,519877,6469233,122698
100225758,519878,6469688,122698
100225758,519886,6469399,122698
100225759,519875,6469197,122698
100225759,519876,6469204,122698
100225759,519877,6469237,122698
100225759,519878,6469701,122698
100225759,564844,7172090,122698
100225760,519875,6469197,122698
100225760,519876,6469204,122698
100225760,519877,6469237,122698
100225760,519878,6469701,122698
100225760,564844,7172090,122698
100225761,519875,6469197,122698
100225761,519876,6469204,122698
100225761,519877,6469237,122698
100225761,519878,6469701,122698
100225761,564844,7172090,122698
100225762,519875,6469197,122698
100225762,519876,6469204,122698
100225762,519877,6469237,122698
100225762,519878,6469701,122698
100225762,564844,7172090,122698
100225763,519875,6469197,122698
100225763,519876,6469204,122698
100225763,519877,6469237,122698
100225763,519878,6469701,122698
100225763,564844,7172090,122698
100225764,519875,6469197,122698
100225764,519876,6469204,122698
100225764,519877,6469237,122698
100225764,519878,6469701,122698
100225764,519890,6469495,122698
100225764,564844,7172090,122698
100225765,519875,6469196,122698
100225765,519876,6469204,122698
100225765,519877,6469237,122698
100225765,519878,6469688,122698
100225765,519887,6469443,122698
100225765,519889,6469459,122698
100225765,519890,6469483,122698
100225765,519891,6469497,122698
100225765,564844,7172090,122698
100225766,519875,6469197,122698
100225766,519876,6469204,122698
100225766,519877,6469237,122698
100225766,519878,6469701,122698
100225766,519890,6469495,122698
100225766,564844,7172090,122698
100225767,519875,6469196,122698
100225767,519876,6469204,122698
100225767,519877,6469237,122698
100225767,519878,6469687,122698
100225767,519887,6469443,122698
100225767,519889,6469459,122698
100225767,519890,6469483,122698
100225767,519891,6469497,122698
100225767,564844,7172090,122698
100225768,519875,6469197,122698
100225768,519876,6469204,122698
100225768,519877,6469237,122698
100225768,519878,6469701,122698
100225768,519890,6469495,122698
100225768,564844,7172090,122698
100225769,519875,6469196,122698
100225769,519876,6469204,122698
100225769,519877,6469237,122698
100225769,519878,6469686,122698
100225769,519887,6469443,122698
100225769,519889,6469459,122698
100225769,519890,6469483,122698
100225769,519891,6469497,122698
100225769,564844,7172090,122698
100225770,519875,6469197,122698
100225770,519876,6469204,122698
100225770,519877,6469237,122698
100225770,519878,6469701,122698
100225770,519890,6469495,122698
100225770,564844,7172090,122698
100225771,519875,6469196,122698
100225771,519876,6469204,122698
100225771,519877,6469237,122698
100225771,519878,6469690,122698
100225771,519887,6469443,122698
100225771,519889,6469459,122698
100225771,519890,6469483,122698
100225771,519891,6469497,122698
100225771,564844,7172090,122698
100225772,519875,6469197,122698
100225772,519876,6469204,122698
100225772,519877,6469237,122698
100225772,519878,6469701,122698
100225772,519890,6469495,122698
100225772,564844,7172090,122698
100225773,519875,6469196,122698
100225773,519876,6469204,122698
100225773,519877,6469237,122698
100225773,519878,6469689,122698
100225773,519887,6469443,122698
100225773,519889,6469459,122698
100225773,519890,6469483,122698
100225773,519891,6469497,122698
100225773,564844,7172090,122698
100225774,519875,6469197,122698
100225774,519876,6469204,122698
100225774,519877,6469237,122698
100225774,519878,6469701,122698
100225774,519890,6469495,122698
100225774,564844,7172090,122698
100225775,519875,6469196,122698
100225775,519876,6469204,122698
100225775,519877,6469237,122698
100225775,519878,6469691,122698
100225775,519887,6469443,122698
100225775,519889,6469459,122698
100225775,519890,6469483,122698
100225775,519891,6469497,122698
100225775,564844,7172090,122698
100225776,519875,6469197,122698
100225776,519876,6469204,122698
100225776,519877,6469237,122698
100225776,519878,6469701,122698
100225776,519890,6469495,122698
100225776,564844,7172090,122698
100225777,519875,6469196,122698
100225777,519876,6469204,122698
100225777,519877,6469237,122698
100225777,519878,6469692,122698
100225777,519887,6469443,122698
100225777,519889,6469459,122698
100225777,519890,6469483,122698
100225777,519891,6469497,122698
100225777,564844,7172090,122698
100225778,519875,6469197,122698
100225778,519876,6469204,122698
100225778,519877,6469237,122698
100225778,519878,6469701,122698
100225778,519890,6469495,122698
100225778,564844,7172090,122698
100225779,519875,6469196,122698
100225779,519876,6469204,122698
100225779,519877,6469237,122698
100225779,519878,6469693,122698
100225779,519887,6469443,122698
100225779,519889,6469459,122698
100225779,519890,6469483,122698
100225779,519891,6469497,122698
100225779,564844,7172090,122698
100225780,519875,6469197,122698
100225780,519877,6469237,122698
100225780,519878,6469701,122698
100225780,519890,6469495,122698
100225780,564844,7172090,122698
100225781,519875,6469196,122698
100225781,519876,6469204,122698
100225781,519877,6469237,122698
100225781,519878,6469694,122698
100225781,519887,6469443,122698
100225781,519889,6469459,122698
100225781,519890,6469483,122698
100225781,519891,6469497,122698
100225781,564844,7172090,122698
100225782,519875,6469197,122698
100225782,519877,6469237,122698
100225782,519878,6469701,122698
100225782,519890,6469495,122698
100225782,564844,7172090,122698
100225783,519875,6469196,122698
100225783,519876,6469204,122698
100225783,519877,6469237,122698
100225783,519878,6469695,122698
100225783,519887,6469443,122698
100225783,519889,6469459,122698
100225783,519890,6469483,122698
100225783,519891,6469497,122698
100225783,564844,7172090,122698
100225784,519875,6469197,122698
100225784,519876,6469204,122698
100225784,519877,6469237,122698
100225784,519878,6469701,122698
100225784,519890,6469495,122698
100225784,564844,7172090,122698
100225785,519875,6469196,122698
100225785,519876,6469204,122698
100225785,519877,6469237,122698
100225785,519878,6469682,122698
100225785,519887,6469444,122698
100225785,519890,6469485,122698
100225785,564844,7172090,122698
100225786,519875,6469196,122698
100225786,519876,6469204,122698
100225786,519877,6469237,122698
100225786,519878,6469682,122698
100225786,519887,6469443,122698
100225786,519889,6469459,122698
100225786,519890,6469484,122698
100225786,519891,6469497,122698
100225786,564844,7172090,122698
100225787,519875,6469197,122698
100225787,519876,6469204,122698
100225787,519877,6469237,122698
100225787,519878,6469701,122698
100225787,519890,6469495,122698
100225787,564844,7172090,122698
100225788,519875,6469196,122698
100225788,519876,6469204,122698
100225788,519877,6469237,122698
100225788,519878,6469681,122698
100225788,519887,6469444,122698
100225788,519889,6469459,122698
100225788,519890,6469485,122698
100225788,519891,6469497,122698
100225788,564844,7172090,122698
100225789,519875,6469196,122698
100225789,519876,6469204,122698
100225789,519877,6469237,122698
100225789,519878,6469681,122698
100225789,519887,6469443,122698
100225789,519889,6469459,122698
100225789,519890,6469484,122698
100225789,519891,6469497,122698
100225789,564844,7172090,122698
100225790,519875,6469197,122698
100225790,519876,6469204,122698
100225790,519877,6469237,122698
100225790,519878,6469701,122698
100225790,519890,6469495,122698
100225790,564844,7172090,122698
100225791,519875,6469196,122698
100225791,519876,6469204,122698
100225791,519877,6469237,122698
100225791,519878,6469680,122698
100225791,519887,6469444,122698
100225791,519889,6469459,122698
100225791,519890,6469485,122698
100225791,519891,6469497,122698
100225791,564844,7172090,122698
100225792,519875,6469196,122698
100225792,519876,6469204,122698
100225792,519877,6469237,122698
100225792,519878,6469680,122698
100225792,519887,6469443,122698
100225792,519889,6469459,122698
100225792,519890,6469484,122698
100225792,519891,6469497,122698
100225792,564844,7172090,122698
100225793,519875,6469197,122698
100225793,519876,6469204,122698
100225793,519877,6469237,122698
100225793,519878,6469701,122698
100225793,519890,6469495,122698
100225793,564844,7172090,122698
100225794,519875,6469196,122698
100225794,519876,6469204,122698
100225794,519877,6469237,122698
100225794,519878,6469679,122698
100225794,519887,6469443,122698
100225794,519889,6469459,122698
100225794,519890,6469484,122698
100225794,519891,6469497,122698
100225794,564844,7172090,122698
100225795,519875,6469197,122698
100225795,519876,6469204,122698
100225795,519877,6469237,122698
100225795,519878,6469701,122698
100225795,519890,6469485,122698
100225795,564844,7172090,122698
100225796,519875,6469196,122698
100225796,519876,6469204,122698
100225796,519877,6469237,122698
100225796,519878,6469678,122698
100225796,519887,6469444,122698
100225796,519889,6469459,122698
100225796,519890,6469485,122698
100225796,519891,6469497,122698
100225796,564844,7172090,122698
100225797,519875,6469196,122698
100225797,519876,6469204,122698
100225797,519877,6469237,122698
100225797,519878,6469678,122698
100225797,519887,6469443,122698
100225797,519889,6469459,122698
100225797,519890,6469484,122698
100225797,519891,6469497,122698
100225797,564844,7172090,122698
100225798,519875,6469197,122698
100225798,519876,6469204,122698
100225798,519877,6469237,122698
100225798,519878,6469701,122698
100225798,519890,6469485,122698
100225798,564844,7172090,122698
100225799,519875,6469196,122698
100225799,519876,6469204,122698
100225799,519877,6469237,122698
100225799,519878,6469677,122698
100225799,519887,6469444,122698
100225799,519889,6469459,122698
100225799,519890,6469485,122698
100225799,519891,6469497,122698
100225799,564844,7172090,122698
100225800,519875,6469196,122698
100225800,519876,6469204,122698
100225800,519877,6469237,122698
100225800,519878,6469677,122698
100225800,519887,6469443,122698
100225800,519889,6469459,122698
100225800,519890,6469484,122698
100225800,519891,6469497,122698
100225800,564844,7172090,122698
100225801,519875,6469197,122698
100225801,519876,6469204,122698
100225801,519877,6469237,122698
100225801,519878,6469701,122698
100225801,519890,6469485,122698
100225801,564844,7172090,122698
100225802,519875,6469196,122698
100225802,519876,6469204,122698
100225802,519877,6469237,122698
100225802,519878,6469676,122698
100225802,519887,6469444,122698
100225802,519889,6469459,122698
100225802,519890,6469485,122698
100225802,519891,6469497,122698
100225802,564844,7172090,122698
100225803,519875,6469196,122698
100225803,519876,6469204,122698
100225803,519877,6469237,122698
100225803,519878,6469676,122698
100225803,519887,6469443,122698
100225803,519889,6469459,122698
100225803,519890,6469484,122698
100225803,519891,6469497,122698
100225803,564844,7172090,122698
100225804,519875,6469197,122698
100225804,519876,6469204,122698
100225804,519877,6469237,122698
100225804,519878,6469701,122698
100225804,519890,6469495,122698
100225804,564844,7172090,122698
100225805,519875,6469196,122698
100225805,519876,6469204,122698
100225805,519877,6469237,122698
100225805,519878,6469675,122698
100225805,519887,6469444,122698
100225805,519889,6469459,122698
100225805,519890,6469485,122698
100225805,519891,6469497,122698
100225805,564844,7172090,122698
100225806,519875,6469196,122698
100225806,519876,6469204,122698
100225806,519877,6469237,122698
100225806,519878,6469675,122698
100225806,519887,6469443,122698
100225806,519889,6469459,122698
100225806,519890,6469484,122698
100225806,519891,6469497,122698
100225806,564844,7172090,122698
100225807,519875,6469197,122698
100225807,519876,6469204,122698
100225807,519877,6469237,122698
100225807,519878,6469701,122698
100225807,519890,6469495,122698
100225807,564844,7172090,122698
100225808,519875,6469196,122698
100225808,519876,6469204,122698
100225808,519877,6469237,122698
100225808,519878,6469674,122698
100225808,519887,6469444,122698
100225808,519889,6469459,122698
100225808,519890,6469485,122698
100225808,519891,6469497,122698
100225808,564844,7172090,122698
100225809,519875,6469196,122698
100225809,519876,6469204,122698
100225809,519877,6469237,122698
100225809,519878,6469674,122698
100225809,519887,6469443,122698
100225809,519889,6469459,122698
100225809,519890,6469484,122698
100225809,519891,6469497,122698
100225809,564844,7172090,122698
100225810,519875,6469197,122698
100225810,519876,6469204,122698
100225810,519877,6469237,122698
100225810,519878,6469701,122698
