udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
430,100228583,122698,,,468,
430,100228584,122698,,,469,
430,100228585,122698,,,470,
430,100228586,122698,,,73,
430,100228587,122698,,,72,
430,100228588,122698,,,71,
430,100228589,122698,,,75,
430,100228590,122698,,,76,
430,100228591,122698,,,477,
430,100228592,122698,,,479,
430,100228593,122698,,,481,
430,100228594,122698,,,483,
430,100228595,122698,,,77,
430,100228596,122698,,,74,
430,100228597,122698,,,878,
430,100228598,122698,,,85,
430,100228599,122698,,,1161,
430,100228600,122698,,,1163,
430,100228601,122698,,,1164,
430,100228602,122698,,,1209,
430,100228603,122698,,,1211,
430,100228604,122698,,,357,
430,100228605,122698,,,1162,
430,100228606,122698,,,1214,
430,100228607,122698,,,266,
430,100228608,122698,,,1215,
430,100228609,122698,,,138,
430,100228610,122698,,,930,
430,100228611,122698,,,234,
430,100228612,122698,,,370,
430,100228613,122698,,,369,
430,100228614,122698,,,480,
430,100228615,122698,,,422,
430,100228616,122698,,,1338,
430,100228617,122698,,,1217,
430,100228618,122698,,,1374,
430,100228619,122698,,,884,
430,100228620,122698,,,1383,
430,100228621,122698,,,880,
430,100228622,122698,,,154,
430,100228623,122698,,,1218,
430,100228624,122698,,,1210,
430,100228625,122698,,,926,
430,100228626,122698,,,927,
430,100228627,122698,,,928,
430,100228628,122698,,,937,
430,100228629,122698,,,280,
