proj_id,fy_start_month_num,rsrc_self_add_flag,allow_complete_flag,rsrc_multi_assign_flag,checkout_flag,project_flag,step_complete_flag,cost_qty_recalc_flag,batch_sum_flag,name_sep_char,def_complete_pct_type,proj_short_name,acct_id,orig_proj_id,source_proj_id,base_type_id,clndr_id,sum_base_proj_id,task_code_base,task_code_step,priority_num,wbs_max_sum_level,strgy_priority_num,last_checksum,critical_drtn_hr_cnt,def_cost_per_qty,last_recalc_date,plan_start_date,plan_end_date,scd_end_date,add_date,last_tasksum_date,fcst_start_date,def_duration_type,task_code_prefix,guid,def_qty_type,add_by_name,web_local_root_path,proj_url,def_rate_type,add_act_remain_flag,act_this_per_link_flag,def_task_type,act_pct_link_flag,critical_path_type,task_code_prefix_flag,def_rollup_dates_flag,use_project_baseline_flag,rem_target_link_flag,reset_planned_flag,allow_neg_act_flag,sum_assign_level,last_fin_dates_id,last_baseline_update_date,cr_external_key,apply_actuals_date,fintmpl_id,last_schedule_date,matrix_id,last_level_date,hist_interval,hist_level,control_updates_flag,rsrc_role_match_flag,px_enable_publication_flag,publish_spread_assign_level,px_last_update_date,px_priority,schedule_type,location_id,loaded_scope_level,export_flag,new_fin_dates_id,baselines_to_export,baseline_names_to_export,sync_wbs_heir_flag,sched_wbs_heir_type,wbs_heir_levels,next_data_date,base_proj_id,base_proj_id1,base_proj_id2,close_period_flag,sum_refresh_date,trsrcsum_loaded,sumtask_loaded
122698,1,Y,Y,N,N,Y,N,N,Y,.,CP_Drtn,SAMSUNG-TFAB1-10-31-25- Live-3,,,,,363251,127463,1000,10,1,2,500,,0,0.0000,2025-11-20 17:00,2022-05-27 07:00,,2026-05-15 17:00,2025-07-16 09:04,,,DT_FixedDUR2,A,eXwPLxLbJkGEZGEf6B8+fQ,QT_Hour,ARAJSHEKAR,,,COST_PER_QTY,N,Y,TT_Task,N,CT_TotFloat,Y,Y,Y,Y,N,N,SL_Taskrsrc,,,,,1,2025-11-21 15:14,,,Month,HL_None,N,N,Y,SL_Taskrsrc,2025-11-21 06:01,50,,,7,Y,,,,N,WBS_Com,4,,129194,,,,1899-12-30 00:00,,
